Date,BDI_Index,Bunker_Fuel_USD,Coal_Price_USD,Port_Wait_Days,Freight_Rate_USD,Freight_Rate_USD_lag_1,Freight_Rate_USD_lag_3,Freight_Rate_USD_lag_7,Freight_Rate_USD_lag_14,Freight_Rate_USD_lag_30,BDI_Index_lag_1,BDI_Index_lag_3,BDI_Index_lag_7,BDI_Index_lag_14,BDI_Index_lag_30,Bunker_Fuel_USD_lag_1,Bunker_Fuel_USD_lag_3,Bunker_Fuel_USD_lag_7,Bunker_Fuel_USD_lag_14,Bunker_Fuel_USD_lag_30,Coal_Price_USD_lag_1,Coal_Price_USD_lag_3,Coal_Price_USD_lag_7,Coal_Price_USD_lag_14,Coal_Price_USD_lag_30,Port_Wait_Days_lag_1,Port_Wait_Days_lag_3,Port_Wait_Days_lag_7,Port_Wait_Days_lag_14,Port_Wait_Days_lag_30,Freight_MA_7,Freight_STD_7,BDI_MA_7,Bunker_MA_7,Coal_MA_7,Freight_MA_14,Freight_STD_14,BDI_MA_14,Bunker_MA_14,Coal_MA_14,Freight_MA_30,Freight_STD_30,BDI_MA_30,Bunker_MA_30,Coal_MA_30,Freight_Change_1D,Freight_Change_7D,BDI_Change_7D,Bunker_Change_7D,Coal_Change_7D,DayOfWeek,Month,Quarter,DayOfYear,Month_Sin,Month_Cos,Target_7D,Direction_7D
2021-02-10,2126.8,529.62,167.04,2,35.21,35.58,35.81,35.94,36.91,35.97,2064.2,2115.5,2088.5,2095.3,2080.0,526.39,514.53,516.8,512.16,505.21,164.46,163.18,164.07,167.65,168.29,3.0,3.0,2.0,5.0,4.0,36.028571428571425,0.7023396275171745,2115.6142857142854,522.4957142857143,166.55,36.05357142857143,0.7233321095177155,2113.214285714286,521.2892857142857,166.33928571428572,35.86433333333333,0.8944760875866767,2104.92,515.4113333333333,167.31666666666666,-0.01039910061832483,-0.02031163049526985,0.01833852046923634,0.02480650154798769,0.01810202962150309,2,2,1,41,0.8660254037844386,0.5000000000000001,36.69,1
2021-02-11,2147.5,527.31,163.37,5,36.52,35.21,37.18,35.7,35.82,34.54,2126.8,2160.3,2098.5,2077.6,2082.5,529.62,518.23,526.77,520.41,505.87,167.04,167.58,169.86,169.74,169.58,2.0,6.0,2.0,3.0,2.0,36.145714285714284,0.706773352234355,2122.6142857142854,522.5728571428571,165.62285714285716,36.10357142857143,0.7301064953179793,2118.207142857143,521.7821428571428,165.8842857142857,35.93033333333333,0.8659835282869818,2107.086666666667,516.126,167.10966666666667,0.03720533939221826,0.022969187675069946,0.023350011913271462,0.001025115325474113,-0.03820793594725069,3,2,1,42,0.8660254037844386,0.5000000000000001,36.49,0
2021-02-12,2115.0,526.38,164.28,3,36.54,36.52,35.58,35.92,35.16,36.74,2147.5,2064.2,2105.3,2149.2,2088.1,527.31,526.39,517.11,516.13,510.08,163.37,164.46,162.72,164.35,171.31,5.0,3.0,3.0,2.0,5.0,36.23428571428571,0.7125975288304455,2124.0,523.8971428571429,165.8457142857143,36.20214285714286,0.6846580120078938,2115.764285714286,522.5142857142857,165.87928571428571,35.92366666666667,0.8602865734775528,2107.983333333333,516.6693333333334,166.87533333333334,0.0005476451259582849,0.01726057906458789,0.004607419370160848,0.0179265533445494,0.009587020648967659,4,2,1,43,0.8660254037844386,0.5000000000000001,35.29,0
2021-02-13,2059.8,525.96,164.66,4,35.32,36.54,35.21,36.8,35.1,35.14,2115.0,2126.8,2138.7,2096.3,2095.2,526.38,529.62,524.82,518.28,499.97,164.28,167.04,171.01,162.73,165.09,3.0,2.0,5.0,2.0,3.0,36.02285714285715,0.7359509559228938,2112.7285714285713,524.0600000000001,164.9385714285714,36.21785714285714,0.6594773988245904,2113.157142857143,523.0628571428572,166.01714285714283,35.92966666666667,0.8552454107703122,2106.8033333333333,517.5356666666667,166.861,-0.03338806787082649,-0.04021739130434776,-0.03689156964511131,0.0021721733165656065,-0.03713233144260564,5,2,1,44,0.8660254037844386,0.5000000000000001,34.78,0
2021-02-14,2071.2,520.57,161.29,6,37.13,35.32,36.52,35.81,36.93,34.19,2059.8,2147.5,2115.5,2111.0,2042.0,525.96,527.31,514.53,517.33,501.58,164.66,163.37,163.18,169.68,162.45,4.0,5.0,3.0,3.0,2.0,36.21142857142858,0.8347939580405285,2106.4,524.9228571428572,164.6685714285714,36.232142857142854,0.6779968070202685,2110.3142857142857,523.2942857142857,165.41785714285717,36.02766666666666,0.8165980032124611,2107.7766666666666,518.1686666666667,166.82233333333335,0.05124575311438284,0.036861211951968675,-0.020940675963129318,0.011738868481915743,-0.011582301752665836,6,2,1,45,0.8660254037844386,0.5000000000000001,35.78,0
2021-02-15,2128.1,524.85,166.28,2,34.94,37.13,36.54,37.18,36.5,35.71,2071.2,2115.0,2160.3,2142.7,2106.4,520.57,526.38,518.23,530.19,508.06,161.29,164.28,167.58,168.17,167.6,6.0,3.0,6.0,4.0,3.0,35.89142857142857,0.830951835175157,2101.8,525.8685714285714,164.48285714285717,36.120714285714286,0.7544683740704686,2109.2714285714287,522.9128571428571,165.28285714285715,36.001999999999995,0.8387281011067952,2108.5,518.7283333333334,166.77833333333334,-0.058981955292216615,-0.06024744486282951,-0.014905337221682302,0.012774250815275057,-0.00775748896049655,0,2,1,46,0.8660254037844386,0.5000000000000001,36.57,1
2021-02-16,2121.8,526.63,162.27,2,35.93,34.94,35.32,35.58,37.1,34.38,2128.1,2059.8,2064.2,2110.4,2036.1,524.85,525.96,526.39,521.44,506.47,166.28,164.66,164.46,164.16,165.49,2.0,4.0,3.0,3.0,3.0,35.941428571428574,0.8195411027200709,2110.0285714285715,525.9028571428572,164.17000000000002,36.03714285714286,0.7005209992067897,2110.0857142857144,523.2835714285715,165.14785714285716,36.053666666666665,0.7811286411488144,2111.3566666666666,519.4003333333334,166.671,0.028334287349742526,0.009836987071388359,0.0279042728417791,0.00045593571306445924,-0.013316307916818704,1,2,1,47,0.8660254037844386,0.5000000000000001,35.62,0
2021-02-17,2144.6,534.69,162.87,4,36.69,35.93,37.13,35.21,35.94,36.84,2121.8,2071.2,2126.8,2088.5,2112.5,526.63,520.57,529.62,516.8,513.76,162.27,161.29,167.04,164.07,167.52,2.0,6.0,2.0,2.0,5.0,36.152857142857144,0.7897618688717691,2112.5714285714284,526.6271428571429,163.5742857142857,36.09071428571429,0.7209018314232938,2114.092857142857,524.5614285714286,165.06214285714285,36.04866666666667,0.7763874491929736,2112.4266666666667,520.0980000000001,166.516,0.02115224046757569,0.042033513206475304,0.008369381230016737,0.009572901325478833,-0.024964080459770055,2,2,1,48,0.8660254037844386,0.5000000000000001,36.83,1
2021-02-18,2098.5,531.58,160.32,3,36.49,36.69,34.94,36.52,35.7,34.25,2144.6,2128.1,2147.5,2098.5,2120.7,534.69,524.85,527.31,526.77,508.3,162.87,166.28,163.37,169.86,168.5,4.0,2.0,5.0,2.0,2.0,36.14857142857143,0.7875156838952301,2105.5714285714284,527.2371428571429,163.13857142857142,36.14714285714286,0.7188819157491848,2114.092857142857,524.905,164.38071428571428,36.123333333333335,0.7015467312246272,2111.686666666667,520.874,166.2433333333333,-0.0054510765876258915,-0.0008214676889376493,-0.022817229336437705,0.008097703438205484,-0.018669278325273986,3,2,1,49,0.8660254037844386,0.5000000000000001,36.13,0
2021-02-19,2099.5,521.5,155.36,2,35.29,36.49,35.93,36.54,35.92,35.69,2098.5,2121.8,2115.0,2105.3,2062.7,531.58,526.63,526.38,517.11,506.43,160.32,162.27,164.28,162.72,167.47,3.0,2.0,3.0,3.0,5.0,35.970000000000006,0.8248030067840506,2103.3571428571427,526.5400000000001,161.86428571428573,36.10214285714286,0.753097997213246,2113.6785714285716,525.2185714285714,163.85500000000002,36.11,0.7137612853144937,2112.9133333333334,521.3763333333333,165.8396666666667,-0.03288572211564822,-0.034209085933223915,-0.0073286052009455815,-0.009270868953987654,-0.054297540784027154,4,2,1,50,0.8660254037844386,0.5000000000000001,35.55,1
2021-02-20,2099.3,532.38,162.21,2,34.78,35.29,36.69,35.32,36.8,36.81,2099.5,2144.6,2059.8,2138.7,2145.3,521.5,534.69,525.96,524.82,521.47,155.36,162.87,164.66,171.01,173.07,2.0,4.0,4.0,5.0,3.0,35.892857142857146,0.9159460370879654,2109.0,527.4571428571429,161.5142857142857,35.957857142857144,0.8010875163121791,2110.8642857142854,525.7585714285714,163.22642857142858,36.04233333333333,0.7408228571980824,2111.38,521.74,165.47766666666666,-0.01445168603003677,-0.01528878822197055,0.01917661908923196,0.012206251425963766,-0.01487914490465192,5,2,1,51,0.8660254037844386,0.5000000000000001,35.11,1
2021-02-21,2139.9,529.27,169.76,2,35.78,34.78,36.49,37.13,35.81,35.12,2099.3,2098.5,2071.2,2115.5,2110.9,532.38,531.58,520.57,514.53,513.65,162.21,160.32,161.29,163.18,169.56,2.0,3.0,6.0,3.0,2.0,35.699999999999996,0.7366138744281113,2118.8142857142857,528.7,162.7242857142857,35.955714285714286,0.8015534368262163,2112.6071428571427,526.8114285714286,163.69642857142858,36.06433333333334,0.7220501622336313,2112.346666666667,522.2606666666667,165.48433333333335,0.02875215641173079,-0.036358739563695175,0.03316917728852853,0.01671244981462605,0.05251410502821008,6,2,1,52,0.8660254037844386,0.5000000000000001,36.85,1
2021-02-22,2122.9,528.24,164.6,4,36.57,35.78,35.29,34.94,37.18,37.15,2139.9,2099.5,2128.1,2160.3,2152.3,529.27,521.5,524.85,518.23,515.75,169.76,155.36,166.28,167.58,169.36,2.0,2.0,2.0,6.0,6.0,35.932857142857145,0.7135991938923527,2118.0714285714284,529.1842857142857,162.48428571428573,35.912142857142854,0.7444272818898999,2109.9357142857143,527.5264285714286,163.48357142857142,36.044999999999995,0.6993876632085239,2111.366666666667,522.677,165.32566666666665,0.022079373951928494,0.046651402404121356,-0.0024434941967012014,0.006458988282366462,-0.010103439980755358,0,2,1,53,0.8660254037844386,0.5000000000000001,35.87,0
2021-02-23,2106.0,535.1,161.92,2,35.62,36.57,34.78,35.93,35.58,36.0,2122.9,2099.3,2121.8,2064.2,2082.4,528.24,532.38,526.63,526.39,508.93,164.6,162.21,162.27,164.46,170.19,4.0,2.0,2.0,3.0,3.0,35.88857142857143,0.7233585687939438,2115.8142857142857,530.3942857142857,162.43428571428572,35.915,0.7431300745443654,2112.921428571429,528.1485714285715,163.30214285714285,36.032333333333334,0.7036588286424326,2112.1533333333336,523.5493333333333,165.05,-0.025977577249111317,-0.008627887559142788,-0.007446507682156711,0.01608339821126803,-0.0021568989955014217,1,2,1,54,0.8660254037844386,0.5000000000000001,37.4,1
2021-02-24,2167.2,537.6,160.91,3,36.83,35.62,35.78,36.69,35.21,35.96,2106.0,2139.9,2144.6,2126.8,2170.9,535.1,529.27,534.69,529.62,513.96,161.92,169.76,162.87,167.04,164.76,2.0,2.0,4.0,2.0,3.0,35.90857142857143,0.7506314801869323,2119.0428571428574,530.8100000000001,162.1542857142857,36.03071428571428,0.7509938470065969,2115.807142857143,528.7185714285714,162.86428571428573,36.06133333333333,0.7183493211011208,2112.03,524.3373333333334,164.92166666666665,0.03396967995508149,0.003815753611338346,0.010538095682178561,0.005442405880042633,-0.012034137655799193,2,2,1,55,0.8660254037844386,0.5000000000000001,37.44,1
2021-02-25,2086.6,537.5,161.48,4,36.13,36.83,36.57,36.49,36.52,35.75,2167.2,2122.9,2098.5,2147.5,2059.3,537.6,528.24,531.58,527.31,517.85,160.91,164.6,160.32,163.37,171.15,3.0,4.0,3.0,5.0,3.0,35.857142857142854,0.7156748397075856,2117.342857142857,531.6557142857143,162.32,36.002857142857145,0.7385789741787332,2111.457142857143,529.4464285714286,162.72928571428568,36.074,0.716016759580392,2112.94,524.9923333333334,164.59933333333336,-0.01900624490904146,-0.009865716634694377,-0.005670717178937412,0.011136611610669922,0.007235528942115765,3,2,1,56,0.8660254037844386,0.5000000000000001,36.7,1
2021-02-26,2115.6,529.04,162.77,3,35.55,36.13,35.62,35.29,36.54,36.91,2086.6,2106.0,2099.5,2115.0,2095.3,537.5,535.1,521.5,526.38,512.16,161.48,161.92,155.36,164.28,167.65,4.0,2.0,2.0,3.0,5.0,35.894285714285715,0.6875283543936521,2119.6428571428573,532.7328571428571,163.37857142857143,35.93214285714286,0.7305443552208598,2111.5,529.6364285714286,162.62142857142857,36.02866666666667,0.7042175081965646,2113.616666666667,525.5550000000001,164.43666666666664,-0.016053141433711726,0.007367526211391251,0.007668492498213775,0.014458293384467913,0.047695674562306944,4,2,1,57,0.8660254037844386,0.5000000000000001,36.07,1
2021-02-27,2091.6,532.06,157.3,2,35.11,35.55,36.83,34.78,35.32,35.82,2115.6,2167.2,2099.3,2059.8,2077.6,529.04,537.6,532.38,525.96,520.41,162.77,160.91,162.21,164.66,169.74,3.0,3.0,2.0,4.0,3.0,35.941428571428574,0.6047155962772595,2118.542857142857,532.6871428571428,162.67714285714285,35.917142857142856,0.7460710274645334,2113.7714285714287,530.0721428571429,162.0957142857143,36.004999999999995,0.7231480508500862,2114.0833333333335,525.9433333333334,164.022,-0.012376933895921205,0.009488211615871212,-0.0036678892964322474,-0.0006010744205268148,-0.030269403859194854,5,2,1,58,0.8660254037844386,0.5000000000000001,36.12,1
2021-02-28,2177.1,535.63,163.9,4,36.85,35.11,36.13,35.78,37.13,35.16,2091.6,2086.6,2139.9,2071.2,2149.2,532.06,537.5,529.27,520.57,516.13,157.3,161.48,169.76,161.29,164.35,2.0,4.0,2.0,6.0,2.0,36.09428571428572,0.6867764590912556,2123.8571428571427,533.5957142857143,161.83999999999997,35.89714285714286,0.7141259161911361,2121.3357142857144,531.1478571428572,162.28214285714287,36.06133333333334,0.7208746284098659,2115.0133333333333,526.5933333333334,164.00699999999998,0.049558530333238426,0.02990497484628274,0.017383989906070374,0.01201655109868316,-0.03451932139491043,6,2,1,59,0.8660254037844386,0.5000000000000001,36.56,0
2021-03-01,2148.6,539.21,162.41,2,35.87,36.85,35.55,36.57,34.94,35.1,2177.1,2115.6,2122.9,2128.1,2096.3,535.63,529.04,528.24,524.85,518.28,163.9,162.77,164.6,166.28,162.73,4.0,3.0,4.0,2.0,2.0,35.99428571428571,0.6562483560070207,2127.5285714285715,535.1628571428572,161.52714285714288,35.96357142857143,0.6594007435993283,2122.7999999999997,532.1735714285714,162.00571428571428,36.086999999999996,0.6988372115706689,2116.7566666666667,527.291,163.99633333333335,-0.026594301221167016,-0.019141372709871596,0.012106081303876692,0.02076707557170998,-0.013304981773997526,0,3,1,60,1.0,6.123233995736766e-17,37.11,1
2021-03-02,2106.4,532.29,162.12,4,37.4,35.87,35.11,35.62,35.93,36.93,2148.6,2091.6,2106.0,2121.8,2111.0,539.21,532.06,535.1,526.63,517.33,162.41,157.3,161.92,162.27,169.68,2.0,2.0,2.0,2.0,3.0,36.248571428571424,0.8131508382300991,2127.5857142857144,534.7614285714286,161.55571428571426,36.068571428571424,0.7626054241657617,2121.7,532.5778571428572,161.99500000000003,36.10266666666667,0.7232299836119964,2116.6033333333335,527.7896666666667,163.74433333333334,0.042654028436019065,0.049971925884334745,0.00018993352326690527,-0.005251354886937176,0.0012351778656127799,1,3,1,61,1.0,6.123233995736766e-17,37.31,0
2021-03-03,2116.1,534.09,160.98,5,37.44,37.4,36.85,36.83,36.69,36.5,2106.4,2177.1,2167.2,2144.6,2142.7,532.29,535.63,537.6,534.69,530.19,162.12,163.9,160.91,162.87,168.17,4.0,4.0,3.0,4.0,4.0,36.33571428571428,0.9124665682068959,2120.285714285714,534.26,161.56571428571428,36.122142857142855,0.8327357930934098,2119.6642857142856,532.5350000000001,161.85999999999999,36.134,0.7604427022782735,2115.7166666666667,527.9196666666667,163.50466666666665,0.0010695187165774556,0.016562584849307616,-0.023578811369509012,-0.0065290178571428825,0.0004350257908147803,2,3,1,62,1.0,6.123233995736766e-17,35.64,0
2021-03-04,2160.1,529.82,159.42,3,36.7,37.44,35.87,36.13,36.49,37.1,2116.1,2148.6,2086.6,2098.5,2110.4,534.09,539.21,537.5,531.58,521.44,160.98,162.41,161.48,160.32,164.16,5.0,2.0,4.0,3.0,3.0,36.417142857142856,0.9164735727361957,2130.785714285714,533.1628571428571,161.27142857142857,36.137142857142855,0.8417146288876808,2124.0642857142857,532.4092857142857,161.79571428571427,36.120666666666665,0.7462962956624847,2117.3733333333334,528.1990000000001,163.34666666666666,-0.019764957264957084,0.015776363133130467,0.035224767564459025,-0.014288372093023138,-0.01275699777062178,3,3,1,63,1.0,6.123233995736766e-17,36.68,0
2021-03-05,2093.0,529.68,161.07,3,36.07,36.7,37.4,35.55,35.29,35.94,2160.1,2106.4,2115.6,2099.5,2088.5,529.82,532.29,529.04,521.5,516.8,159.42,162.12,162.77,155.36,164.07,3.0,4.0,3.0,2.0,2.0,36.49142857142857,0.8533742549712059,2127.557142857143,533.2542857142856,161.02857142857144,36.19285714285714,0.8064015851196766,2123.6,532.9935714285714,162.20357142857142,36.125,0.7455881732819651,2117.523333333333,528.6283333333333,163.24666666666664,-0.017166212534060032,0.014627285513361565,-0.010682548685951976,0.001209738394072346,-0.010444185046384558,4,3,1,64,1.0,6.123233995736766e-17,36.56,1
2021-03-06,2087.0,540.03,160.52,3,36.12,36.07,37.44,35.11,34.78,35.7,2093.0,2116.1,2091.6,2099.3,2098.5,529.68,534.09,532.06,532.38,526.77,161.07,160.98,157.3,162.21,169.86,3.0,5.0,2.0,2.0,2.0,36.635714285714286,0.6394491677180364,2126.9,534.3928571428571,161.48857142857145,36.28857142857142,0.6980506609657622,2122.7214285714285,533.5400000000001,162.08285714285714,36.139,0.7412633670365425,2117.14,529.0703333333333,162.93533333333335,0.0013861935126142644,0.02876673312446587,-0.002199273283610581,0.014979513588692983,0.02047043865225673,5,3,1,65,1.0,6.123233995736766e-17,37.1,1
2021-03-07,2136.6,543.05,157.37,3,36.56,36.12,36.7,36.85,35.78,35.92,2087.0,2160.1,2177.1,2139.9,2105.3,540.03,529.82,535.63,529.27,517.11,160.52,159.42,163.9,169.76,162.72,3.0,3.0,4.0,2.0,3.0,36.59428571428571,0.63260986247077,2121.1142857142854,535.452857142857,160.55571428571426,36.34428571428571,0.6853490327587175,2122.485714285714,534.5242857142857,161.19785714285715,36.160333333333334,0.7439479187060972,2118.1833333333334,529.935,162.757,0.01218161683277974,-0.007869742198100438,-0.018602728400165414,0.013852846181132472,-0.03984136668700433,6,3,1,66,1.0,6.123233995736766e-17,36.13,0
2021-03-08,2124.9,536.19,156.4,5,37.11,36.56,36.07,35.87,36.57,36.8,2136.6,2093.0,2148.6,2122.9,2138.7,543.05,529.68,539.21,528.24,524.82,157.37,161.07,162.41,164.6,171.01,3.0,3.0,2.0,4.0,5.0,36.771428571428565,0.5661103712007172,2117.7285714285713,535.0214285714286,159.69714285714286,36.38285714285714,0.7136410277468144,2122.6285714285714,535.0921428571429,160.61214285714286,36.17066666666667,0.7552069062610427,2117.7233333333334,530.314,162.27,0.01504376367614868,0.03456927794814613,-0.011030438425020828,-0.0056007863355649334,-0.03700511052275102,0,3,1,67,1.0,6.123233995736766e-17,36.35,0
2021-03-09,2145.6,541.84,158.11,5,37.31,37.11,36.12,37.4,35.62,35.81,2124.9,2087.0,2106.4,2106.0,2115.5,536.19,540.03,532.29,535.1,514.53,156.4,160.52,162.12,161.92,163.18,5.0,3.0,4.0,2.0,3.0,36.75857142857143,0.5502553519785279,2123.328571428571,536.3857142857142,159.1242857142857,36.503571428571426,0.7175986358667469,2125.4571428571426,535.5735714285714,160.34,36.220666666666666,0.7797609418512763,2118.726666666667,531.2243333333333,162.101,0.00538938291565616,-0.002406417112299386,0.018609950626661487,0.017941347761558646,-0.024734764372070006,1,3,1,68,1.0,6.123233995736766e-17,35.9,0
